main_category_en,additives_n,ingredients_from_palm_oil_n,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g
Sugary snacks,8.0,0.0,1444.0,1.7,0.2,74.4,25.0,2.2,5.8,0.216535433071
Sugary snacks,2.0,0.0,1845.0,21.1,1.9,56.8,26.7,1.3,5.2,0.3
Sugary snacks,12.0,0.0,1770.0,17.6,1.5,61.4,32.5,1.1,3.9,0.3
Salty snacks,0.0,0.0,2000.0,21.0,14.0,58.0,3.0,1.8,12.5,0.84
Salty snacks,2.0,0.0,2035.0,23.7,3.0,56.4,3.9,4.7,9.5,0.752
Salty snacks,2.0,0.0,2236.0,31.0,2.7,61.5,7.2,1.0,2.1,0.748031496063
Sugary snacks,1.0,0.0,2363.0,45.0,27.0,27.0,27.0,0.0,8.8,0.0118
Sugary snacks,3.0,1.0,2152.0,24.0,14.0,65.0,24.0,5.0,7.0,0.4
Sugary snacks,4.0,1.0,2047.0,23.5,12.7,64.0,29.0,2.8,6.9,0.299212598425
Sugary snacks,2.0,0.0,1654.0,10.2,6.0,69.7,51.0,0.0,4.9,0.0236220472441
Sugary snacks,5.0,0.0,1593.0,7.2,0.9,69.2,29.2,7.3,5.4,0.09
Beverages,7.0,1.0,1448.0,1.1,0.61,79.0,52.0,0.0,4.0,0.212204724409
Plant-based foods and beverages,4.0,0.0,1258.0,6.0,0.7,49.5,7.5,3.0,10.0,0.5
Sugary snacks,0.0,0.0,2020.0,26.0,6.0,42.0,27.9,9.7,15.8,0.023
Sugary snacks,1.0,1.0,2267.0,34.0,17.0,51.0,51.0,2.6,7.1,0.09
Sugary snacks,1.0,0.0,2281.0,31.9,19.7,55.1,54.2,3.3,8.1,0.08
Sugary snacks,1.0,0.0,2233.0,32.9,20.2,51.6,48.0,6.7,5.0,0.01
Sugary snacks,1.0,0.0,2431.0,45.0,27.0,31.0,27.0,11.2,8.8,0.01
Sugary snacks,1.0,0.0,2307.0,36.0,17.0,50.0,49.0,0.0,7.0,0.063
Sugary snacks,1.0,0.0,2240.0,31.0,18.0,57.0,56.0,2.5,6.0,0.1
Sugary snacks,1.0,0.0,2386.0,40.1,16.8,40.5,39.8,4.0,10.7,0.07
Sugary snacks,1.0,0.0,2410.0,40.5,16.0,42.2,36.0,7.2,8.0,0.01
Plant-based foods and beverages,1.0,0.0,295.0,0.3,0.0,15.5,14.5,2.0,0.3,0.01
Plant-based foods and beverages,2.0,0.0,268.0,0.1,0.1,14.7,14.3,1.1,0.3,0.01
Sugary snacks,5.0,1.0,2104.0,24.0,13.3,63.4,34.0,2.4,6.9,0.237
Desserts,2.0,0.0,335.0,0.1,0.1,19.0,18.0,1.0,0.3,0.005
Fresh foods,4.0,0.0,644.0,7.6,0.7,13.7,2.9,1.2,7.1,0.433070866142
Plant-based foods and beverages,0.0,0.0,106.0,0.2,0.0,2.8,0.5,3.0,1.6,0.25
Canned foods,0.0,0.0,209.0,2.3,0.2,5.5,3.9,1.4,1.1,0.482283464567
Plant-based foods and beverages,1.0,0.0,1675.0,7.3,0.9,67.7,5.6,6.0,12.1,0.602362204724
Plant-based foods and beverages,0.0,0.0,158.0,0.4,0.1,4.3,2.3,3.7,2.4,0.196850393701
Plant-based foods and beverages,0.0,0.0,111.0,0.2,0.0,3.1,1.0,2.9,1.6,0.25
Plant-based foods and beverages,0.0,0.0,302.0,1.5,0.3,10.2,5.5,3.8,2.5,0.3
Plant-based foods and beverages,0.0,0.0,233.0,0.4,0.1,8.5,3.1,3.5,2.7,0.24
Plant-based foods and beverages,0.0,0.0,548.0,1.8,0.1,18.9,1.3,5.3,6.9,0.31
Canned foods,1.0,0.0,123.0,0.6,0.1,3.8,1.9,1.8,1.3,0.34
Olives,6.0,0.0,672.0,14.1,2.41,5.52,3.45,3.45,1.72,1.38
Plant-based foods and beverages,0.0,0.0,73.0,0.1,0.0,1.6,1.1,2.5,1.3,0.295275590551
Plant-based foods and beverages,1.0,0.0,120.0,0.2,0.0,4.5,4.0,2.0,1.2,0.551181102362
Fresh foods,0.0,0.0,1006.0,22.5,16.0,3.0,2.8,0.5,7.0,0.4
Plant-based foods and beverages,0.0,0.0,364.0,0.5,0.1,12.0,0.6,4.0,7.0,0.18
Sugary snacks,3.0,0.0,1953.0,24.0,15.0,56.0,56.0,1.6,5.9,0.18
Lactose-free-milk,0.0,0.0,260.0,3.3,2.0,5.0,5.0,0.0,3.1,0.049
Seafood,0.0,0.0,806.0,10.9,2.8,0.6,0.6,0.0,23.1,1.3
Plant-based foods and beverages,1.0,0.0,1879.0,21.4,13.2,50.3,46.4,0.0,4.0,0.0393700787402
Meats,0.0,0.0,918.0,15.0,7.0,6.0,1.4,0.8,15.0,0.354330708661
Frozen foods,4.0,0.0,1015.0,17.1,5.2,8.7,1.4,1.7,13.0,0.98
Desserts,7.0,1.0,1248.0,14.3,9.9,38.4,27.0,1.1,3.4,0.0669291338583
Desserts,3.0,1.0,769.0,11.5,9.3,18.8,16.1,0.3,1.04,0.06
Meats,0.0,0.0,1042.0,20.0,9.0,0.5,0.1,0.5,17.0,0.07
Plant-based foods and beverages,4.0,0.0,1294.0,7.4,0.5,50.0,6.0,1.3,10.0,0.551181102362
Canned foods,8.0,0.0,477.0,5.2,2.1,7.9,1.1,4.1,6.9,0.37
Fresh foods,0.0,0.0,3054.0,82.0,57.0,0.5,0.5,0.0,0.7,0.1
Sugary snacks,5.0,0.0,770.0,10.0,6.3,19.1,19.1,0.0,4.2,0.0393700787402
Fresh foods,7.0,0.0,1504.0,40.0,25.0,0.7,0.7,0.5,0.5,0.2
Dairies,0.0,0.0,1342.0,28.0,20.0,0.0,0.0,0.0,18.0,0.511811023622
Fresh foods,1.0,0.0,1348.0,24.0,16.6,1.0,0.5,0.0,26.2,0.472440944882
Dairies,0.0,0.0,1462.0,31.0,23.0,0.5,0.0,0.0,18.0,0.45
Dairies,4.0,0.0,434.0,3.1,2.1,15.5,13.5,0.0,3.3,0.1
Fresh foods,0.0,0.0,1150.0,22.0,14.0,0.0,0.0,0.0,20.0,0.7
Fresh foods,0.0,0.0,1414.0,32.5,22.8,3.0,2.0,1.0,9.0,0.6
Fresh foods,0.0,0.0,1658.0,34.0,25.0,1.5,0.5,0.0,20.0,0.63
Fresh foods,6.0,0.0,415.0,2.5,1.6,13.5,12.8,0.0,5.5,0.02
Fresh foods,5.0,0.0,528.0,4.3,2.9,18.7,16.3,0.15,2.9,0.07
Fresh foods,2.0,0.0,527.0,2.8,1.8,21.7,12.6,0.0,3.4,0.07
Fresh foods,8.0,0.0,1080.0,8.67,7.0,40.0,17.4,1.67,3.89,0.111
Fresh foods,0.0,0.0,1544.0,33.0,24.0,1.0,1.0,0.1,18.0,0.708661417323
Dairies,2.0,0.0,1496.0,28.0,18.3,1.0,1.0,1.2,25.5,0.590551181102
Fresh foods,0.0,0.0,1356.0,27.0,18.9,1.0,1.0,0.1,20.0,0.59
Fresh foods,6.0,0.0,498.0,8.6,3.1,3.1,0.37,3.1,6.0,0.5
Seafood,0.0,0.0,942.0,13.7,2.8,2.2,0.0,0.1,23.4,0.97
Meals,0.0,0.0,720.0,7.5,1.2,17.8,3.1,1.7,7.4,0.4
Sandwiches,14.0,0.0,881.0,7.3,2.5,25.2,4.4,2.0,9.8,0.51
Fresh foods,6.0,0.0,340.0,6.8,0.3,2.0,2.0,4.3,1.2,0.43
Fresh foods,1.0,0.0,1701.0,40.0,17.5,2.0,1.4,0.0,11.0,0.472440944882
Meats,3.0,0.0,788.0,7.5,3.0,1.0,1.0,0.0,29.0,2.0
fr:Saucisses-au-fromage,3.0,0.0,1251.0,26.0,11.4,1.0,0.8,0.0,15.0,0.984251968504
Fresh foods,1.0,0.0,1992.0,48.0,18.0,0.4,0.4,0.0,13.0,0.4
Plant-based foods and beverages,0.0,0.0,334.0,1.6,0.7,11.5,3.0,1.8,3.8,0.38
Breakfasts,3.0,0.0,1529.0,13.5,9.4,51.0,11.4,2.2,8.5,0.42
Breakfasts,6.0,1.0,1643.0,20.0,10.0,44.0,10.0,3.4,7.5,0.590551181102
Sugary snacks,7.0,1.0,1673.0,20.0,11.0,46.0,13.0,3.6,7.2,0.452755905512
Sugary snacks,5.0,0.0,1455.0,12.0,1.3,50.0,10.0,2.3,8.4,0.38188976378
Breakfasts,5.0,0.0,1608.0,15.4,4.3,53.2,14.9,0.0,7.4,0.354
Breakfasts,7.0,0.0,1518.0,13.0,3.5,53.0,15.0,2.1,8.0,0.4
fr:Baguettes-precuites,1.0,0.0,1018.0,0.7,0.1,50.0,4.4,2.9,7.1,0.54
Sugary snacks,6.0,1.0,1430.0,10.8,5.2,53.0,22.0,2.9,6.0,0.41
Plant-based foods and beverages,4.0,0.0,1258.0,6.0,0.7,50.0,7.5,3.0,10.0,0.6
Desserts,0.0,0.0,2328.0,34.7,2.8,54.1,14.1,0.0,6.4,0.275590551181
Sugary snacks,6.0,1.0,1780.0,26.0,13.0,41.0,15.0,2.4,6.0,0.374
Plant-based foods and beverages,0.0,0.0,106.0,0.2,0.1,3.6,1.4,1.9,1.3,0.021
Dairies,1.0,0.0,1534.0,34.0,22.0,0.0,0.0,0.0,17.0,0.511811023622
fr:Plateau-exotique,3.0,0.0,753.0,6.9,1.8,21.0,4.2,0.0,7.5,0.629921259843
Plant-based foods and beverages,0.0,0.0,1130.0,5.1,0.7,40.8,3.4,7.0,11.1,0.391
Plant-based foods and beverages,0.0,0.0,1020.0,1.6,0.4,47.7,3.7,2.7,7.7,0.4
Plant-based foods and beverages,2.0,0.0,786.0,2.4,0.6,23.4,14.4,16.0,10.3,0.236
Frozen-potato-products,0.0,0.0,932.0,13.1,1.0,22.2,0.6,2.8,2.8,0.417
Frozen foods,0.0,0.0,636.0,5.5,0.5,21.7,0.3,1.8,2.9,0.23
Plant-based foods and beverages,0.0,0.0,2530.0,47.8,6.3,14.0,9.0,7.5,27.1,0.24
Frozen foods,0.0,0.0,561.0,4.5,0.3,20.1,1.0,2.3,2.0,0.19
Plant-based foods and beverages,0.0,0.0,368.0,0.5,0.1,12.2,0.2,4.1,6.4,0.271
Chick-peas,0.0,0.0,528.0,2.9,0.5,15.0,0.2,5.8,7.0,0.117
Plant-based foods and beverages,0.0,0.0,2030.0,25.4,5.6,46.3,29.6,7.8,14.0,0.022
Plant-based foods and beverages,0.0,0.0,216.0,0.1,0.1,10.4,8.8,2.1,1.1,0.272
Plant-based foods and beverages,0.0,0.0,399.0,4.6,2.4,9.6,2.8,1.8,3.0,0.196
Mexican-sauces,0.0,0.0,310.0,0.9,0.1,11.1,8.0,1.8,3.1,0.908
Plant-based foods and beverages,0.0,0.0,378.0,1.4,0.3,15.1,6.0,3.8,2.3,0.21
fr:Sardines-marinade-citron-basilic,1.0,0.0,565.0,6.0,2.0,0.5,0.5,0.0,20.0,0.4
Meats,3.0,0.0,841.0,13.0,5.4,2.6,1.2,1.7,17.6,0.75
Sugary snacks,2.0,0.0,2125.0,25.3,16.0,61.0,34.0,3.7,7.1,0.217
Whole-wheat-penne-rigate,0.0,0.0,1479.0,2.4,0.5,66.0,2.7,7.0,12.5,0.00629921259843
Beverages,6.0,0.0,481.0,0.1,0.1,10.5,10.1,0.1,0.4,0.093
Meals,3.0,0.0,704.0,11.0,1.0,1.9,0.9,1.0,4.0,0.157480314961
Meats,7.0,0.0,1954.0,41.0,17.5,4.9,2.4,1.3,19.0,1.4
Dairies,3.0,0.0,1362.0,29.0,19.2,7.0,7.0,0.1,10.0,1.07
Beverages,2.0,0.0,236.0,1.8,0.3,6.9,6.8,0.5,3.0,0.06
Sugary snacks,2.0,0.0,2120.0,30.0,18.0,51.0,51.0,1.9,7.5,0.110236220472
Sugary snacks,5.0,1.0,1938.0,25.1,12.0,52.3,27.2,1.8,6.2,0.354330708661
Sugary snacks,5.0,0.0,1654.0,3.4,0.4,84.0,33.0,2.5,4.7,0.216535433071
Plant-based foods and beverages,2.0,0.0,1027.0,0.2,0.1,58.0,56.2,0.8,0.4,0.01
Dairies,2.0,0.0,1360.0,28.0,19.0,0.5,0.5,0.0,19.0,0.75
Fresh foods,2.0,0.0,1487.0,29.7,20.2,0.0,0.0,0.0,22.8,0.8
Plant-based foods and beverages,3.0,0.0,1081.0,0.0,0.0,62.7,55.2,1.2,0.3,0.04
Breakfasts,0.0,0.0,1450.0,0.4,0.2,84.3,82.1,0.1,0.1,0.0
Seafood,0.0,0.0,732.0,9.3,1.6,0.7,0.0,0.0,22.1,0.906
Dairies,0.0,0.0,1643.0,32.0,19.4,0.0,0.0,0.0,27.0,0.59
Plant-based foods and beverages,4.0,0.0,1420.0,1.3,0.2,69.4,1.5,3.0,9.9,0.276
Plant-based foods and beverages,0.0,0.0,78.0,0.6,0.2,2.8,0.7,0.9,0.5,0.0
Plant-based foods and beverages,2.0,0.0,1440.0,1.3,0.2,70.4,1.5,3.1,10.0,0.0
Meats,4.0,0.0,473.0,2.8,0.9,0.4,0.4,0.7,21.0,1.34
Fruit juices,0.0,0.0,196.0,0.1,0.0,10.0,10.0,0.2,0.6,0.0
Fruit juices,1.0,0.0,204.0,0.1,0.1,11.0,11.0,0.4,0.2,0.0
Plant-based foods and beverages,0.0,0.0,86.0,0.3,0.1,3.1,3.1,1.3,0.7,0.0
Plant-based foods and beverages,0.0,0.0,278.0,0.1,0.0,15.4,15.4,0.7,0.4,0.0
Beverages,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Fruit juices,0.0,0.0,285.0,0.1,0.02,16.0,16.0,0.1,0.2,0.02
Beverages,0.0,0.0,76.0,0.1,0.1,2.9,2.9,0.8,0.8,0.24
Plant-based foods and beverages,0.0,0.0,1548.0,7.7,4.5,61.7,17.6,9.3,8.2,0.0275590551181
Beverages,0.0,0.0,156.0,0.9,0.2,5.2,4.8,0.4,1.8,0.0511811023622
Dairies,1.0,0.0,379.0,2.8,1.9,12.9,12.9,0.6,3.0,0.05
Plant-based foods and beverages,0.0,0.0,3378.0,91.3,14.0,0.0,0.0,0.0,0.0,0.0
Sugary snacks,0.0,0.0,2457.0,45.4,6.0,23.4,19.5,9.4,17.9,0.022
Groceries,4.0,0.0,996.0,7.7,1.2,34.1,5.9,6.7,4.6,2.1
Plant-based foods and beverages,0.0,0.0,1566.0,7.0,1.3,57.7,0.7,10.0,13.5,0.01
Groceries,0.0,0.0,483.0,7.3,1.1,4.3,4.1,4.5,6.6,2.01
de:Meerrettich,5.0,0.0,1314.0,29.4,3.3,9.7,7.3,1.8,2.2,0.2
Groceries,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3307086614
de:Gemusebruhe,0.0,0.0,687.0,0.8,0.2,36.2,15.5,2.3,1.4,25.0
Plant-based foods and beverages,0.0,0.0,501.0,0.3,0.1,25.9,2.4,0.7,2.7,0.52
de:Comestibles,1.0,0.0,271.0,3.5,0.4,6.2,5.4,1.8,1.3,0.38
Plant-based foods and beverages,0.0,0.0,2871.0,67.1,16.3,4.7,2.6,8.6,14.1,0.01
Sugary snacks,1.0,0.0,2223.0,34.0,21.0,47.0,44.0,8.0,6.0,0.1
Sugary snacks,12.0,0.0,744.0,0.0,0.0,69.0,0.0,0.0,1.2,0.0
Plant-based foods and beverages,0.0,0.0,2171.0,28.3,16.1,57.0,44.4,2.7,7.8,0.27
Sugary snacks,1.0,0.0,2420.0,38.8,21.3,48.3,46.9,2.3,8.5,0.1
Sugary snacks,1.0,0.0,2227.0,38.4,24.1,31.1,26.9,14.0,8.8,0.01
Plant-based foods and beverages,0.0,0.0,283.0,0.6,0.2,10.4,8.8,4.8,2.7,0.2
Plant-based foods and beverages,0.0,0.0,1459.0,2.8,0.4,66.3,1.4,9.4,9.0,0.01
Plant-based foods and beverages,0.0,0.0,1561.0,7.0,0.9,58.9,3.2,9.9,13.0,0.0787401574803
Plant-based foods and beverages,0.0,0.0,2449.0,45.4,8.7,26.8,7.5,3.5,16.8,0.02
Breakfasts,6.0,0.0,1695.0,15.0,3.4,61.0,21.0,6.9,5.7,0.236220472441
Meats,8.0,0.0,1312.0,24.5,8.7,1.0,1.0,0.3,23.2,0.866141732283
es:Aliments-d-origine-vegetale,0.0,0.0,134.4,0.6,0.15,4.5,4.4,1.8,1.2,0.004
Sugary snacks,6.0,0.0,1295.0,0.2,0.1,75.4,74.7,0.0,0.6,0.0
Sugary snacks,5.0,0.0,1285.0,0.3,0.0,75.5,68.7,0.0,0.0,0.005
Dairies,5.0,0.0,311.0,4.0,3.0,6.4,4.2,0.2,3.1,0.05
Sugary snacks,1.0,0.0,2220.0,29.5,17.5,58.5,58.0,1.8,6.4,0.169291338583
Sugary snacks,11.0,0.0,705.0,0.2,0.0,67.2,0.0,0.0,1.6,0.0
Sugary snacks,15.0,0.0,725.0,0.3,0.0,69.7,0.0,0.0,0.4,0.0
Sugary snacks,0.0,0.0,1510.0,0.1,0.0,88.5,68.0,0.1,0.1,0.01
Fresh foods,7.0,0.0,795.0,9.0,1.0,13.5,1.5,1.0,13.0,0.511811023622
Fresh foods,9.0,0.0,800.0,8.0,2.0,15.0,3.0,1.0,14.0,0.590551181102
Fresh foods,8.0,0.0,960.0,13.0,2.0,17.0,4.5,0.0,11.0,0.708661417323
Fresh foods,6.0,0.0,760.0,8.0,1.5,13.0,3.5,1.0,14.0,0.551181102362
Plant-based foods and beverages,0.0,0.0,155.0,2.0,1.2,4.0,2.3,0.9,0.8,0.299
Plant-based foods and beverages,1.0,0.0,280.0,4.5,2.0,6.0,3.5,1.4,1.0,0.31
Groceries,3.0,0.0,649.0,1.1,0.2,29.0,17.0,0.6,7.0,22.2047244094
Plant-based foods and beverages,1.0,0.0,128.0,0.9,0.3,4.4,1.1,1.1,0.8,0.303
Plant-based foods and beverages,0.0,0.0,120.0,0.5,0.1,4.5,1.5,1.0,1.0,0.27
Groceries,2.0,1.0,930.0,7.0,2.5,26.0,24.0,3.5,11.0,17.7165354331
Meals,0.0,0.0,130.0,0.5,0.1,5.1,1.3,1.2,1.2,0.275
Groceries,1.0,0.0,1300.0,24.0,17.0,8.0,4.5,1.5,13.0,17.4
Groceries,2.0,1.0,1200.0,23.0,16.0,7.0,4.5,2.5,5.0,18.8976377953
Dried products,3.0,0.0,1500.0,12.0,5.0,46.0,8.0,10.0,11.0,3.1
Dried products,2.0,1.0,121.0,0.499,0.3,4.6,2.6,0.8,0.9,0.287
Dried products,2.0,0.0,142.0,0.5,0.2,5.5,1.4,0.6,1.6,0.295275590551
Plant-based foods and beverages,1.0,0.0,1506.0,11.0,6.0,47.0,18.0,12.0,12.0,2.4
Dried products,2.0,1.0,190.0,1.1,0.6,7.2,0.8,1.2,1.2,0.287401574803
Groceries,2.0,0.0,1900.0,25.0,15.0,44.0,11.0,3.0,11.0,3.6
Dried products,1.0,0.0,138.0,0.36,0.08,6.0,1.12,0.8,1.32,0.283
Dried products,4.0,2.0,96.0,0.5,0.1,4.0,0.5,0.5,0.8,0.275590551181
Dairies,3.0,0.0,1600.0,0.5,0.5,95.0,84.0,1.0,0.5,0.04
Groceries,2.0,0.0,1757.0,16.0,9.0,58.0,11.0,4.0,9.0,3.0
Plant-based foods and beverages,1.0,0.0,184.0,1.9,0.2,5.7,2.0,1.1,0.7,0.299212598425
Plant-based foods and beverages,1.0,0.0,289.0,4.4,1.6,6.0,3.3,1.1,1.1,0.291338582677
Plant-based foods and beverages,1.0,0.0,289.0,4.4,1.6,6.0,3.3,1.1,1.1,0.291338582677
Groceries,0.0,1.0,2435.0,40.0,30.0,46.0,0.5,2.7,6.4,0.00393700787402
Dried products,1.0,1.0,90.0,1.0,0.6,2.5,0.5,0.5,0.5,0.216535433071
Dried products,0.0,0.0,1400.0,3.5,1.0,62.0,3.0,3.5,11.0,4.3
Dried products,1.0,0.0,89.0,0.5,0.1,4.3,1.2,0.5,0.6,0.275590551181
Groceries,1.0,1.0,409.0,3.8,2.5,12.0,5.4,0.5,3.7,0.354330708661
Groceries,1.0,0.0,1500.0,3.5,2.0,73.0,8.0,2.5,7.0,2.7
Meals,1.0,0.0,249.0,3.3,2.0,5.1,1.5,1.0,1.7,0.295275590551
Meals,2.0,0.0,280.0,5.0,3.5,3.5,0.9,0.7,2.0,0.28
Plant-based foods and beverages,0.0,0.0,155.0,2.0,1.2,4.0,2.3,0.9,0.8,0.299
Groceries,6.0,0.0,1035.0,25.3,2.0,5.3,3.3,0.5,0.5,0.8
Groceries,3.0,0.0,2695.0,70.8,5.7,2.4,1.6,0.5,1.0,0.5
Groceries,4.0,1.0,25.0,0.5,0.2,0.5,0.5,0.5,0.5,0.354330708661
Sugary snacks,4.0,1.0,1883.0,28.0,12.0,52.0,29.0,3.0,7.0,0.228346456693
Meals,0.0,0.0,160.0,2.0,1.0,3.5,2.5,1.5,0.9,0.32
Groceries,7.0,0.0,1175.0,26.5,2.5,7.4,3.0,3.0,1.5,0.9
Dried products,0.0,1.0,1381.0,9.0,5.0,53.0,9.0,8.0,9.0,4.8
Groceries,1.0,1.0,35.0,0.5,0.1,1.5,0.5,0.5,0.5,0.196850393701
Meals,1.0,1.0,203.0,3.1,1.6,4.1,0.5,0.5,0.9,0.268
Groceries,4.0,1.0,1300.0,3.0,1.5,60.0,10.0,2.0,11.0,5.3
Dairies,5.0,1.0,470.0,2.0,1.5,19.0,17.0,0.5,3.0,0.0511811023622
Plant-based foods and beverages,2.0,1.0,1500.0,7.0,2.5,56.0,9.0,6.0,16.0,3.5
Frozen foods,0.0,0.0,315.0,0.5,0.1,0.0,0.0,0.0,17.4,0.1
Desserts,6.0,0.0,879.0,8.0,6.0,30.0,25.0,0.0,3.0,0.12
Frozen foods,0.0,0.0,822.0,7.5,0.9,18.0,0.3,0.8,14.0,0.4
fr:Pates,0.0,0.0,1573.0,3.5,0.8,70.0,6.0,3.0,13.5,0.0251968503937
Beverages,0.0,0.0,1309.0,0.0,0.0,77.0,71.5,0.0,0.0,0.0
Sugary snacks,5.0,0.0,1285.0,0.3,0.0,75.5,68.0,0.0,0.0,0.005
Green olives,1.0,0.0,624.0,15.3,2.3,0.3,0.0,4.0,1.2,1.38
Whole olives,2.0,0.0,760.0,18.8,3.7,0.5,0.5,4.7,1.0,0.984251968504
Plant-based foods and beverages,0.0,0.0,1490.0,0.8,0.4,77.0,0.1,0.4,8.7,0.004
Plant-based foods and beverages,0.0,0.0,1479.0,0.6,0.2,78.0,0.1,0.4,7.5,0.02
Plant-based foods and beverages,0.0,0.0,1479.0,0.6,0.2,78.0,0.1,0.4,7.5,0.00787401574803
Plant-based foods and beverages,0.0,0.0,1529.0,1.6,0.8,77.0,0.6,3.1,8.0,0.02
Plant-based foods and beverages,0.0,0.0,1515.0,1.1,0.3,80.0,0.01,0.7,6.4,0.0196850393701
Plant-based foods and beverages,0.0,0.0,1537.0,2.1,0.6,79.0,0.1,0.9,6.8,0.0393700787402
Breakfasts,1.0,1.0,2273.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
Breakfasts,1.0,0.0,2273.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
Breakfasts,1.0,0.0,2273.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
Breakfasts,1.0,0.0,2273.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
fr:Gouter,3.0,0.0,2394.0,37.3,17.3,49.5,41.3,2.0,9.2,0.107
Breakfasts,1.0,0.0,2276.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
Breakfasts,1.0,0.0,2273.0,31.6,10.9,57.3,56.7,3.4,6.0,0.037
Sugary snacks,3.0,0.0,1850.0,12.0,7.6,73.0,23.0,3.0,8.0,0.551181102362
Sugary snacks,3.0,0.0,1850.0,12.0,7.6,73.0,23.0,3.0,8.0,0.551181102362
Sugary snacks,3.0,0.0,1945.0,17.0,11.0,71.0,26.0,2.7,6.3,0.551181102362
Sugary snacks,2.0,0.0,2020.0,20.0,13.0,69.0,27.0,2.5,6.2,0.40157480315
Sugary snacks,5.0,0.0,2065.0,24.0,15.0,61.0,36.0,4.1,6.4,0.22
Sugary snacks,5.0,0.0,2095.0,24.0,15.0,65.0,40.0,2.6,6.5,0.24
Sugary snacks,5.0,0.0,2070.0,23.2,14.4,64.0,39.2,2.56,6.72,0.192
Sugary snacks,3.0,0.0,1945.0,18.0,11.0,65.0,33.0,5.3,7.6,0.27
Sugary snacks,5.0,0.0,2155.0,26.0,16.0,63.0,43.0,1.9,6.2,0.16
Sugary snacks,2.0,0.0,1515.0,1.1,0.3,81.0,53.0,2.8,4.3,0.05
Sugary snacks,2.0,0.0,1590.0,7.2,3.6,74.0,50.0,2.7,3.9,0.110236220472
Sugary snacks,3.0,1.0,1905.0,14.0,6.5,72.0,26.0,3.3,7.6,0.267716535433
Sugary snacks,3.0,0.0,497.0,12.3,12.3,64.2,30.5,3.21,6.42,0.374
Sugary snacks,7.0,0.0,1655.0,13.0,6.0,64.0,42.0,1.2,4.4,0.17
Sugary snacks,5.0,1.0,1760.0,20.0,8.7,56.0,32.0,1.0,6.2,0.177165354331
Sugary snacks,4.0,1.0,1945.0,17.0,9.0,69.0,29.0,3.8,6.7,0.342519685039
Sugary snacks,5.0,1.0,2285.0,31.0,16.0,59.0,18.0,2.4,6.3,0.641732283465
Sugary snacks,5.0,1.0,2285.0,31.0,16.0,59.0,18.0,2.4,6.3,0.641732283465
Sugary snacks,4.0,0.0,2145.0,28.0,15.0,59.0,31.0,2.9,5.3,0.5
Sugary snacks,5.0,0.0,2025.0,23.0,2.7,62.0,48.0,2.5,7.0,0.11811023622
Sugary snacks,2.0,0.0,1480.0,2.1,0.5,78.0,60.0,1.2,4.2,0.0315
Sugary snacks,2.0,0.0,1480.0,2.1,0.5,78.0,60.0,1.2,4.2,0.0315
Sugary snacks,2.0,0.0,1485.0,2.1,0.5,78.0,59.0,1.8,4.1,0.0393700787402
Waffles,3.0,1.0,2200.0,27.5,16.5,61.0,38.0,1.6,7.5,0.157480314961
Sugary snacks,3.0,1.0,2160.0,26.0,16.0,63.5,39.0,2.2,5.4,0.169
Sugary snacks,3.0,1.0,1920.0,15.5,8.7,69.0,11.5,3.5,8.7,0.413385826772
Salty snacks,4.0,1.0,2085.0,24.0,10.0,60.0,7.3,2.7,8.7,0.996062992126
Sugary snacks,10.0,1.0,1790.0,20.0,8.6,58.0,28.0,2.0,4.1,0.0984251968504
Salty snacks,0.0,0.0,1750.0,11.0,1.7,64.0,0.68,4.4,13.0,0.721
Sugary snacks,4.0,1.0,1975.0,17.0,8.3,70.0,29.0,2.9,6.8,0.216535433071
Breakfasts,7.0,0.0,1840.0,14.4,1.6,67.2,20.0,6.4,8.0,0.315
Sugary snacks,7.0,0.0,1875.0,15.0,2.6,67.0,29.0,5.8,7.3,0.267716535433
Breakfasts,6.0,0.0,1845.0,14.5,3.3,67.0,28.0,6.5,7.5,0.248031496063
Sugary snacks,8.0,0.0,1595.0,16.0,6.2,54.0,40.0,2.0,5.5,0.17
Sugary snacks,4.0,1.0,1870.0,13.0,6.0,75.0,25.0,2.9,6.9,0.307086614173
Sugary snacks,6.0,0.0,2195.0,30.0,18.0,57.0,36.0,3.1,5.4,0.11
Sugary snacks,6.0,0.0,2175.0,29.0,17.0,58.0,38.0,2.9,5.4,0.12
Plant-based foods and beverages,1.0,0.0,1610.0,2.8,1.1,76.0,9.3,2.7,11.0,0.6
Salty snacks,3.0,0.0,2270.0,32.0,15.0,55.0,3.4,1.1,8.2,0.67
Plant-based foods and beverages,1.0,1.0,1590.0,5.5,2.1,63.0,6.1,11.0,15.0,0.46
Sugary snacks,7.0,1.0,1845.0,24.0,11.0,51.0,28.0,3.1,5.2,0.327
Salty snacks,1.0,1.0,2025.0,21.0,4.2,55.0,2.3,4.4,15.0,0.641732283465
